FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2015 ORDINANCE (AMOUNT $)
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,149,SOFTWARE MAINTENANCE AND LICENSING,$335500.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,154,RENTAL-DATA HARDWARE EQ,$12084.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,157,RENTAL EQUIPMENT AND SERVICES,$5600.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,159,LEASE PURCHASE AGREEMNT,$30583.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,162,REPAIR/MAINT EQUIPMENT,$22500.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,166,DUES  SUBSC & MEM,$600.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,178,FREIGHT AND EXPRESS CHARGES,$500.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,181,MOBILE COMMUNICATION SERVICES,$151255.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,190,TELEPHONE - NON-CENTREX BILLINGS,$94600.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,191,TELEPHONE - RELOCATIONS,$500.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,196,DATA CIRCUITS,$6100.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,197,TELEPHONE - MAINTENANCE,$26005.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$155000.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,319,CLOTHING,$10000.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,348,BOOKS AND RELATED MATERIAL,$2500.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,350,STATIONERY AND OFFICE SUPPLIES,$30620.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,931,TORT/NON-TORT JUDGMENT,$300000.00
LOCAL,0100,CORPORATE FUND,67,DEPT OF BUILDINGS,2005,DEPT OF BUILDINGS,989,REFUND CANCELLED VOUCHER,$150000.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,5,SALARIES AND WAGES - ON PAYROLL,$12864327.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,11,CONTRACT WAGE - SALARY,$31746.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,15,SCHEDULE SALARY ADJUSTMENTS,$77738.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,20,OVERTIME,$24700.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,39,STUDENT AS TRAINEES,$21800.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,124,INVESTIGATION COSTS,$115632.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,130,POSTAGE,$80018.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,135,DELEGATE AGENCIES,$3394110.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,138,IT MAINTENANCE,$341489.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,140,PROFESSIONAL AND TECHNICAL SERVICES,$325478.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,143,COURT REPORTING,$61150.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,148,TESTING AND INSPECTING,$35232.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,150,PUBLICATN & REPRODT-OUT,$18280.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,152,ADVERTISING,$99648.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,153,PROMOTIONS,$3760.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,154,RENTAL-DATA HARDWARE EQ,$2668.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,157,RENTAL EQUIPMENT AND SERVICES,$35052.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,159,LEASE PURCHASE AGREEMNT,$6804.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,162,REPAIR/MAINT EQUIPMENT,$32288.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,166,DUES  SUBSC & MEM,$5229.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,169,TECHNICAL MEETING COSTS,$4576.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,179,MESSENGER SERVICES,$14418.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,181,MOBILE COMMUNICATION SERVICES,$54350.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,190,TELEPHONE - NON-CENTREX BILLINGS,$53600.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,196,DATA CIRCUITS,$38200.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,197,TELEPHONE - MAINTENANCE,$90100.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$53016.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,245,REIMBURSEMENT TO TRAVELERS,$2092.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,270,LOCAL TRANSPORTATION,$1966.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,338,LICENSE STICKER TAG AND PLATES,$76608.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,340,MATERIAL AND SUPPLIES,$22385.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,348,BOOKS AND RELATED MATERIAL,$1972.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,350,STATIONERY AND OFFICE SUPPLIES,$36186.00
LOCAL,0100,CORPORATE FUND,70,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,360,REPAIR PARTS AND MATERIAL,$3083.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,5,SALARIES AND WAGES - ON PAYROLL,$4197665.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,11,CONTRACT WAGE - SALARY,$9911.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,15,SCHEDULE SALARY ADJUSTMENTS,$37594.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,20,OVERTIME,$145000.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,91,UNIFORM ALLOWANCE,$32850.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,130,POSTAGE,$2395.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,140,PROFESSIONAL AND TECHNICAL SERVICES,$655169.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,150,PUBLICATN & REPRODT-OUT,$1427.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,152,ADVERTISING,$3300.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,154,RENTAL-DATA HARDWARE EQ,$2200.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,157,RENTAL EQUIPMENT AND SERVICES,$1800.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,159,LEASE PURCHASE AGREEMNT,$15666.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,162,REPAIR/MAINT EQUIPMENT,$5220.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,168,EDUCATION DEVELOPMENT,$5350.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,169,TECHNICAL MEETING COSTS,$1068.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,181,MOBILE COMMUNICATION SERVICES,$24000.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,190,TELEPHONE - NON-CENTREX BILLINGS,$7000.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,196,DATA CIRCUITS,$2650.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,197,TELEPHONE - MAINTENANCE,$1015.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,245,REIMBURSEMENT TO TRAVELERS,$480.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,313,CLEANING AND SANITATION SUPPLIES,$70028.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,330,FOOD,$113278.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,340,MATERIAL AND SUPPLIES,$20316.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,$230200.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,350,STATIONERY AND OFFICE SUPPLIES,$9164.00
LOCAL,0100,CORPORATE FUND,73,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,360,REPAIR PARTS AND MATERIAL,$2093.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,5,SALARIES AND WAGES - ON PAYROLL,$66684.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,11,CONTRACT WAGE - SALARY,$333.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,130,POSTAGE,$177.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,140,PROFESSIONAL AND TECHNICAL SERVICES,$82223.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,143,COURT REPORTING,$17500.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,157,RENTAL EQUIPMENT AND SERVICES,$884.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,162,REPAIR/MAINT EQUIPMENT,$216.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,190,TELEPHONE - NON-CENTREX BILLINGS,$1000.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,197,TELEPHONE - MAINTENANCE,$100.00
LOCAL,0100,CORPORATE FUND,77,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,340,MATERIAL AND SUPPLIES,$500.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,5,SALARIES AND WAGES - ON PAYROLL,$750852.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,11,CONTRACT WAGE - SALARY,$383.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,15,SCHEDULE SALARY ADJUSTMENTS,$2685.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,130,POSTAGE,$3739.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,140,PROFESSIONAL AND TECHNICAL SERVICES,$56219.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,157,RENTAL EQUIPMENT AND SERVICES,$3832.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,159,LEASE PURCHASE AGREEMNT,$3600.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,162,REPAIR/MAINT EQUIPMENT,$2396.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,166,DUES  SUBSC & MEM,$2713.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,169,TECHNICAL MEETING COSTS,$1284.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,178,FREIGHT AND EXPRESS CHARGES,$3644.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,190,TELEPHONE - NON-CENTREX BILLINGS,$3800.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,197,TELEPHONE - MAINTENANCE,$855.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$165.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,245,REIMBURSEMENT TO TRAVELERS,$4160.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,270,LOCAL TRANSPORTATION,$2400.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,348,BOOKS AND RELATED MATERIAL,$595.00
LOCAL,0100,CORPORATE FUND,78,BOARD OF ETHICS,2005,BOARD OF ETHICS,350,STATIONERY AND OFFICE SUPPLIES,$2615.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,$1344317.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,11,CONTRACT WAGE - SALARY,$785.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE - PREVAILING RATE,$759.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJUSTMENTS,$2286.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,126,OFFICE CONVENIENCES,$150.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,130,POSTAGE,$6230.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,$23852.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,154,RENTAL-DATA HARDWARE EQ,$1500.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,157,RENTAL EQUIPMENT AND SERVICES,$898.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,$4022.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,$603.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,$275.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,$125000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,190,TELEPHONE - NON-CENTREX BILLINGS,$51775.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,$1400.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,$8500.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,245,REIMBURSEMENT TO TRAVELERS,$500.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,$2500.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MATERIAL,$200.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,$6000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2005,COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,$540000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,5,SALARIES AND WAGES - ON PAYROLL,$4374425.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,11,CONTRACT WAGE - SALARY,$1905.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,12,CONTRACT WAGE - PREVAILING RATE,$11990.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,15,SCHEDULE SALARY ADJUSTMENTS,$14409.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,20,OVERTIME,$1000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,130,POSTAGE,$3000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,140,PROFESSIONAL AND TECHNICAL SERVICES,$2500.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,159,LEASE PURCHASE AGREEMNT,$25928.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,162,REPAIR/MAINT EQUIPMENT,$7000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,190,TELEPHONE - NON-CENTREX BILLINGS,$7700.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,197,TELEPHONE - MAINTENANCE,$800.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$475.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,270,LOCAL TRANSPORTATION,$75.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,319,CLOTHING,$600.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,340,MATERIAL AND SUPPLIES,$3000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,350,STATIONERY AND OFFICE SUPPLIES,$6000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2006,ADMINISTRATIVE SERV DIVISION,440,MACHINERY AND EQUIPMENT,$100.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,5,SALARIES AND WAGES - ON PAYROLL,$98465809.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,11,CONTRACT WAGE - SALARY,$1345.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,12,CONTRACT WAGE - PREVAILING RATE,$585612.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,15,SCHEDULE SALARY ADJUSTMENTS,$92388.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,20,OVERTIME,$3661453.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,126,OFFICE CONVENIENCES,$507.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,130,POSTAGE,$2046.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,140,PROFESSIONAL AND TECHNICAL SERVICES,$12644630.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,157,RENTAL EQUIPMENT AND SERVICES,$251184.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,159,LEASE PURCHASE AGREEMNT,$98055.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,160,REPAIR/MAINT PROPERTY,$1000.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,162,REPAIR/MAINT EQUIPMENT,$16763.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,181,MOBILE COMMUNICATION SERVICES,$86500.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,185,WASTE DISPOSAL SERVICES,$37505608.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,188,VEHICLE TRACKING SERVICE,$324420.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,189,TELEPHONE - NON-CENTREX BILLINGS,$4200.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,190,TELEPHONE - NON-CENTREX BILLINGS,$81800.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,196,DATA CIRCUITS,$28375.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,197,TELEPHONE - MAINTENANCE,$9700.00
LOCAL,0100,CORPORATE FUND,81,DEPT STREETS AND SANITATION,2020,BUREAU OF SANITATION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,$495.00
